"","query","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"264","Porites_compressa_HIv1___RNAseq.1501_t",880.251670469942,-12.9337631983415,2.43767109289079,-5.30578683730607,1.12187999646763e-07,5.4589660737209e-06,"P30884",5.55e-13,"Bone morphogenetic protein 2-B (BMP-2-II)","cartilage development [GO:0051216]; cell differentiation [GO:0030154]; ossification [GO:0001503]","GO:0001503; GO:0005125; GO:0005615; GO:0008083; GO:0030154; GO:0051216","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; growth factor activity [GO:0008083]"
"265","Porites_compressa_HIv1___RNAseq.g20689.t1",157.365869637413,-22.8919562817707,4.3187337878618,-5.30061758983862,1.15411602606831e-07,5.5946318758013e-06,"P05412",4.05e-41,"Transcription factor Jun (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)","angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; axon regeneration [GO:0031103]; cell population proliferation [GO:0008283]; cellular response to anisomycin [GO:0072740]; cellular response to calcium ion [GO:0071277]; eyelid development in camera-type eye [GO:0061029]; integrated stress response signaling [GO:0140467]; JNK cascade [GO:0007254]; leading edge cell differentiation [GO:0035026]; liver development [GO:0001889]; microglial cell activation [GO:0001774]; monocyte differentiation [GO:0030224]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA binding [GO:0043392]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription by RNA polymerase II [GO:0000122]; outflow tract morphogenesis [GO:0003151]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]; regulation of transcription by RNA polymerase II [GO:0006357]; release from viral latency [GO:0019046]; response to endoplasmic reticulum stress [GO:0034976]; response to muscle stretch [GO:0035994]; response to steroid hormone [GO:0048545]; response to xenobiotic stimulus [GO:0009410]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]","GO:0000122; GO:0000228; GO:0000785; GO:0000791; GO:0000976; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0001525; GO:0001774; GO:0001889; GO:0001938; GO:0003151; GO:0003677; GO:0003682; GO:0003700; GO:0003723; GO:0005096; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0006915; GO:0007179; GO:0007254; GO:0008283; GO:0008285; GO:0009410; GO:0010634; GO:0017053; GO:0019046; GO:0019899; GO:0030224; GO:0031103; GO:0031625; GO:0034976; GO:0035026; GO:0035497; GO:0035976; GO:0035994; GO:0042127; GO:0042802; GO:0043065; GO:0043392; GO:0043524; GO:0043922; GO:0043923; GO:0044389; GO:0045892; GO:0045893; GO:0045944; GO:0048146; GO:0048545; GO:0051726; GO:0060395; GO:0061029; GO:0061629; GO:0070374; GO:0070412; GO:0071277; GO:0072740; GO:0090575; GO:0140296; GO:0140467; GO:1902895; GO:1904707; GO:1990837; GO:2000144","chromatin [GO:0000785]; euchromatin [GO:0000791]; nuclear chromosome [GO:0000228]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription factor AP-1 complex [GO:0035976]; transcription regulator complex [GO:0005667]; transcription repressor complex [GO:0017053]","cAMP response element binding [GO:0035497]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; enzyme binding [GO:0019899]; general transcription initiation factor binding [GO:0140296]; GTPase activator activity [GO:0005096]; identical protein binding [GO:0042802]; R-SMAD binding [GO:0070412]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-like protein ligase binding [GO:0044389]"
"266","Porites_compressa_HIv1___RNAseq.g26767.t1",2193.35631222755,-14.2509645260101,2.69024786336511,-5.29726822575531,1.17547964632746e-07,5.676771254407e-06,"P40313",8.64e-61,"Chymotrypsin-like protease CTRL-1 (EC 3.4.21.-)","protein catabolic process [GO:0030163]; proteolysis [GO:0006508]","GO:0004252; GO:0005615; GO:0006508; GO:0008236; GO:0030163","extracellular space [GO:0005615]","serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]"
"267","Porites_compressa_HIv1___RNAseq.g4076.t1",151.386894905942,-22.8401758459141,4.31465486868692,-5.29362754172387,1.19913540717119e-07,5.76932338596297e-06,NA,NA,NA,NA,NA,NA,NA
"268","Porites_compressa_HIv1___RNAseq.g8106.t1",150.888911699015,-22.8327748765537,4.31830522527135,-5.28743886442601,1.24040797088768e-07,5.94562716194892e-06,"P45963",3.65e-06,"Acetylcholine receptor subunit alpha-type acr-7","chemical synaptic transmission [GO:0007268]; monoatomic ion transmembrane transport [GO:0034220]; regulation of membrane potential [GO:0042391]","GO:0004888; GO:0005231; GO:0005886; GO:0005892; GO:0007268; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:1904315","acetylcholine-gated channel complex [GO:0005892]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]","excitatory extracellular ligand-gated monoatomic ion channel activity [GO:0005231]; transmembrane signaling receptor activity [GO:0004888]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]"
"269","Porites_compressa_HIv1___TS.g30636.t1",846.13346829873,-12.8771137223291,2.43809269948934,-5.28163417454398,1.28036662127153e-07,6.0736383582881e-06,NA,NA,NA,NA,NA,NA,NA
"270","Porites_compressa_HIv1___RNAseq.g7241.t1",155.612489474322,-22.869445056179,4.33010340072255,-5.28150091112439,1.2812984548467e-07,6.0736383582881e-06,NA,NA,NA,NA,NA,NA,NA
"271","Porites_compressa_HIv1___RNAseq.g22347.t1",155.612489474322,-22.869445056179,4.33010340072255,-5.28150091112439,1.2812984548467e-07,6.0736383582881e-06,"Q8BH88",1.92e-67,"DEP domain-containing protein 1B","cell migration [GO:0016477]; intracellular signal transduction [GO:0035556]; positive regulation of Wnt signaling pathway [GO:0030177]","GO:0005096; GO:0016477; GO:0030177; GO:0035556","","GTPase activator activity [GO:0005096]"
"272","Porites_compressa_HIv1___RNAseq.g18796.t1",150.141936888623,-22.8290161196923,4.32381918978184,-5.27982672671476,1.2930610945404e-07,6.10686133105368e-06,"Q9M8J9",1.74e-11,"BTB/POZ and MATH domain-containing protein 2 (Protein BTB-POZ AND MATH DOMAIN 2) (AtBPM2)","cellular response to salt stress [GO:0071472]; cellular response to water deprivation [GO:0042631]; protein ubiquitination [GO:0016567]; response to osmotic stress [GO:0006970]","GO:0005634; GO:0006970; GO:0016567; GO:0042631; GO:0071472","nucleus [GO:0005634]",""
"273","Porites_compressa_HIv1___RNAseq.g9051.t1",908.401246457815,-12.9791195053928,2.45921516570609,-5.27774864370854,1.30780684971668e-07,6.15387794558992e-06,"Q95218",4.14e-76,"Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Hensin)","cell differentiation [GO:0030154]; cell-cell junction maintenance [GO:0045217]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; protein transport [GO:0015031]","GO:0005576; GO:0015031; GO:0030154; GO:0031012; GO:0035375; GO:0042589; GO:0045217; GO:0050829; GO:0050830","extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; zymogen granule membrane [GO:0042589]","zymogen binding [GO:0035375]"
"274","Porites_compressa_HIv1___RNAseq.g30694.t1",1110.34723283551,-13.2687003893248,2.51503040029657,-5.27576143324558,1.32205986844933e-07,6.1982412664599e-06,"B8V7S0",3.98e-29,"CUB and peptidase domain-containing protein 1","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508","extracellular region [GO:0005576]","serine-type endopeptidase activity [GO:0004252]"
"275","Porites_compressa_HIv1___RNAseq.g19613.t1",149.643953681696,-22.8226271217993,4.32752102522053,-5.27383390832544,1.33602830108556e-07,6.24095256572549e-06,"Q9UIJ7",5.31e-89,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (Adenylate kinase 3 alpha-like 1) (Adenylate kinase isozyme 3)","ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; blood coagulation [GO:0007596]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]; nucleoside triphosphate biosynthetic process [GO:0009142]; UTP metabolic process [GO:0046051]","GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0006172; GO:0007596; GO:0009142; GO:0016874; GO:0046033; GO:0046039; GO:0046041; GO:0046051; GO:0046899","cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","ATP binding [GO:0005524]; GTP binding [GO:0005525]; ligase activity [GO:0016874]; nucleoside triphosphate adenylate kinase activity [GO:0046899]"
"276","Porites_compressa_HIv1___TS.g8052.t1",149.145970474768,-22.8158948965805,4.33124376187089,-5.26774666839004,1.38108516258172e-07,6.4280507241032e-06,"Q5EA61",9e-99,"Creatine kinase B-type (EC 2.7.3.2) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase M-type) (CPK-B)","brain development [GO:0007420]; intracellular chloride ion homeostasis [GO:0030644]; phosphocreatine biosynthetic process [GO:0046314]","GO:0004111; GO:0005524; GO:0005615; GO:0005739; GO:0005829; GO:0005886; GO:0007420; GO:0030644; GO:0046314","cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]","ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]"
"277","Porites_compressa_HIv1___RNAseq.g13685.t1",148.150004060914,-22.8106415954703,4.33875266713277,-5.25741920443336,1.46091043058384e-07,6.7750380473935e-06,"Q91X20",1.7e-124,"Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein)","DNA damage response [GO:0006974]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription initiation-coupled chromatin remodeling [GO:0045815]","GO:0000791; GO:0003677; GO:0005634; GO:0005654; GO:0006974; GO:0008270; GO:0035097; GO:0045815; GO:0045944; GO:0048188; GO:0071339","euchromatin [GO:0000791]; histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]","DNA binding [GO:0003677]; zinc ion binding [GO:0008270]"
"278","Porites_compressa_HIv1___RNAseq.g14999.t1",1268.11423015404,-13.4604014085393,2.5622564372131,-5.25333889810806,1.49366329243424e-07,6.90201390453605e-06,NA,NA,NA,NA,NA,NA,NA
"279","Porites_compressa_HIv1___RNAseq.g35988.t1",152.544074188912,-22.850148644517,4.35198574372201,-5.25051091389251,1.51677916981263e-07,6.98370796251362e-06,NA,NA,NA,NA,NA,NA,NA
"280","Porites_compressa_HIv1___RNAseq.g10444.t1",795.93274816819,-12.7886625108641,2.43667401601157,-5.24840927708379,1.5341816026124e-07,7.03860602398533e-06,NA,NA,NA,NA,NA,NA,NA
"281","Porites_compressa_HIv1___RNAseq.g19359.t1",887.612671571102,-12.9457133529315,2.46857582335834,-5.24420324886746,1.56959102424505e-07,7.15394080625358e-06,NA,NA,NA,NA,NA,NA,NA
"282","Porites_compressa_HIv1___TS.g17709.t1",6209.32925204255,-4.65193680823231,0.887213786379945,-5.24330987598083,1.57721320500278e-07,7.15394080625358e-06,NA,NA,NA,NA,NA,NA,NA
"283","Porites_compressa_HIv1___RNAseq.g21145.t1",1207.51078166702,-13.3897423620536,2.55405274508383,-5.24254731537039,1.58374761151307e-07,7.15394080625358e-06,"Q58A42",1.05e-67,"Protein DD3-3","","GO:0016020","membrane [GO:0016020]",""
"284","Porites_compressa_HIv1___RNAseq.g939.t1",146.905046043595,-22.7942325570187,4.34825964624468,-5.24215074799055,1.5871561495496e-07,7.15394080625358e-06,"Q32KQ7",4.2e-94,"Centriolar satellite-associated tubulin polyglutamylase complex regulator 1","","GO:0005737; GO:0005874; GO:0034451","centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; microtubule [GO:0005874]",""
"285","Porites_compressa_HIv1___RNAseq.g29373.t1",414.59419941386,12.7360138090626,2.42991137701664,5.24134910002333,1.59406807442857e-07,7.15394080625358e-06,"P47239",4.57e-91,"Paired box protein Pax-7","animal organ morphogenesis [GO:0009887]; cartilage development [GO:0051216]; chromatin remodeling [GO:0006338]; dorsal/ventral neural tube patterning [GO:0021904]; embryonic skeletal system development [GO:0048706]; muscle tissue morphogenesis [GO:0060415]; neuron fate commitment [GO:0048663]; positive regulation of myoblast proliferation [GO:2000288]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell fate commitment [GO:0010453]; regulation of chromatin organization [GO:1902275]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]; skeletal muscle satellite cell commitment [GO:0014813]; skeletal muscle satellite cell differentiation [GO:0014816]; skeletal muscle tissue development [GO:0007519]; skeletal muscle tissue regeneration [GO:0043403]; spinal cord association neuron differentiation [GO:0021527]; transcription by RNA polymerase II [GO:0006366]","GO:0000981; GO:0003700; GO:0005634; GO:0005667; GO:0006338; GO:0006355; GO:0006366; GO:0007519; GO:0009887; GO:0010453; GO:0010468; GO:0014813; GO:0014816; GO:0021527; GO:0021904; GO:0043403; GO:0043565; GO:0045944; GO:0048663; GO:0048706; GO:0051216; GO:0060415; GO:1902275; GO:1990837; GO:2000288","nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]"
"286","Porites_compressa_HIv1___RNAseq.g670.t1",151.667384107367,-22.8416119072933,4.35837135027272,-5.2408595026819,1.59830376101104e-07,7.15394080625358e-06,"O12947",3.97e-84,"Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100) (Farnesyl cysteine carboxyl methyltransferase) (FCMT) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)","methylation [GO:0032259]","GO:0004671; GO:0005783; GO:0005789; GO:0032259","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]","protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]"
"287","Porites_compressa_HIv1___RNAseq.g33065.t1",151.667384107367,-22.8416119072933,4.35837135027272,-5.2408595026819,1.59830376101104e-07,7.15394080625358e-06,"Q91WN4",3.5e-151,"Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)","'de novo' NAD biosynthetic process from L-tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; kynurenic acid biosynthetic process [GO:0034276]; kynurenine metabolic process [GO:0070189]; L-kynurenine metabolic process [GO:0097052]; L-tryptophan catabolic process [GO:0006569]; NAD metabolic process [GO:0019674]; positive regulation of glutamate secretion, neurotransmission [GO:1903296]; quinolinate biosynthetic process [GO:0019805]; response to salt stress [GO:0009651]","GO:0004502; GO:0005615; GO:0005739; GO:0005741; GO:0005743; GO:0006569; GO:0009651; GO:0016174; GO:0019674; GO:0019805; GO:0034276; GO:0034354; GO:0043420; GO:0070189; GO:0071222; GO:0071347; GO:0071949; GO:0097052; GO:1903296","extracellular space [GO:0005615]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","FAD binding [GO:0071949]; kynurenine 3-monooxygenase activity [GO:0004502]; NAD(P)H oxidase H2O2-forming activity [GO:0016174]"
"288","Porites_compressa_HIv1___TS.g6777.t1",886.056998511071,-12.9437199114118,2.47034249747607,-5.23964588903617,1.60885015666028e-07,7.17614205293677e-06,NA,NA,NA,NA,NA,NA,NA
"289","Porites_compressa_HIv1___RNAseq.g2940.t1",413.982703544518,12.7338843114895,2.43098286700936,5.23816291932777,1.62182865066987e-07,7.20063749801689e-06,"Q68AP4",1.63e-14,"N-substituted formamide deformylase (EC 3.5.1.91)","","GO:0033966","","N-substituted formamide deformylase activity [GO:0033966]"
"290","Porites_compressa_HIv1___RNAseq.g41426.t1",146.407062836668,-22.7951696349602,4.35210065799125,-5.2377395254184,1.62555260347571e-07,7.20063749801689e-06,NA,NA,NA,NA,NA,NA,NA
"291","Porites_compressa_HIv1___RNAseq.g13646.t1",147.154037647059,-22.7618805380326,4.34634739482278,-5.23701362784432,1.63195646914743e-07,7.2041624751436e-06,NA,NA,NA,NA,NA,NA,NA
"292","Porites_compressa_HIv1___RNAseq.g32534.t1b",151.229039066594,-22.8385323462509,4.3615869793555,-5.23628955569418,1.63836852978795e-07,7.20769936084112e-06,"Q95218",8.11e-109,"Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Hensin)","cell differentiation [GO:0030154]; cell-cell junction maintenance [GO:0045217]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; protein transport [GO:0015031]","GO:0005576; GO:0015031; GO:0030154; GO:0031012; GO:0035375; GO:0042589; GO:0045217; GO:0050829; GO:0050830","extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; zymogen granule membrane [GO:0042589]","zymogen binding [GO:0035375]"
"293","Porites_compressa_HIv1___RNAseq.g4616.t1",150.790694025822,-22.8279678336193,4.3648179842366,-5.22999307555591,1.69516389016931e-07,7.40682834459694e-06,"P50429",4.82e-123,"Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)","anterior head development [GO:0097065]; chondroitin sulfate proteoglycan catabolic process [GO:0030207]; colon epithelial cell migration [GO:0061580]; dermatan sulfate proteoglycan catabolic process [GO:0030209]; positive regulation of neuron projection development [GO:0010976]; regulation of epithelial cell migration [GO:0010632]","GO:0003943; GO:0004065; GO:0005764; GO:0009986; GO:0010632; GO:0010976; GO:0030207; GO:0030209; GO:0043890; GO:0046872; GO:0061580; GO:0097065","cell surface [GO:0009986]; lysosome [GO:0005764]","arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]; N-acetylgalactosamine-4-sulfatase activity [GO:0003943]; N-acetylgalactosamine-6-sulfatase activity [GO:0043890]"
"294","Porites_compressa_HIv1___RNAseq.g23624.t1",150.790694025822,-22.8279678336193,4.3648179842366,-5.22999307555591,1.69516389016931e-07,7.40682834459694e-06,NA,NA,NA,NA,NA,NA,NA
"295","Porites_compressa_HIv1___TS.g30198.t1",1611.1505865706,-13.8058665035119,2.64082977452588,-5.22785172928859,1.7149094631608e-07,7.46770405551312e-06,"P80009",1.69e-43,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B]","blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; proteolysis [GO:0006508]; tissue remodeling [GO:0048771]","GO:0004175; GO:0004252; GO:0005102; GO:0005615; GO:0006508; GO:0007596; GO:0042730; GO:0048771","extracellular space [GO:0005615]","endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]"
"296","Porites_compressa_HIv1___RNAseq.g27327.t1",150.352348985049,-22.8253791212705,4.36806448377614,-5.22551331511896,1.73672621690589e-07,7.53715708863953e-06,NA,NA,NA,NA,NA,NA,NA
"297","Porites_compressa_HIv1___TS.g8964.t1",149.914003944276,-22.8216946947224,4.37132660009867,-5.22077089691888,1.78179858468919e-07,7.65310867742074e-06,"Q9WYP5",7.89e-73,"Myo-inositol 2-dehydrogenase (EC 1.1.1.18)","inositol metabolic process [GO:0006020]","GO:0000166; GO:0006020; GO:0050112","","inositol 2-dehydrogenase (NAD+) activity [GO:0050112]; nucleotide binding [GO:0000166]"
"298","Porites_compressa_HIv1___TS.g21981.t1",167.447805575186,-22.2028807516881,4.25326029528338,-5.22020267048077,1.7872743291501e-07,7.65310867742074e-06,"P86982",1.35e-28,"Insoluble matrix shell protein 1 (IMSP1)","","GO:0005576","extracellular region [GO:0005576]",""
"299","Porites_compressa_HIv1___RNAseq.g23034.t1",167.447805575186,-22.2028807516881,4.25326029528338,-5.22020267048077,1.7872743291501e-07,7.65310867742074e-06,NA,NA,NA,NA,NA,NA,NA
"300","Porites_compressa_HIv1___RNAseq.g11813.t1",167.447805575186,-22.2028807516881,4.25326029528338,-5.22020267048077,1.7872743291501e-07,7.65310867742074e-06,"A1L1W9",1.21e-64,"Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10)","aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327]","GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327","basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]","aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]"
"301","Porites_compressa_HIv1___RNAseq.g5446.t1",1125.67741778561,-13.2884865833178,2.54914869654456,-5.21291151094118,1.85899586128061e-07,7.9337743634587e-06,"B8V7S0",2.17e-64,"CUB and peptidase domain-containing protein 1","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508","extracellular region [GO:0005576]","serine-type endopeptidase activity [GO:0004252]"
"302","Porites_compressa_HIv1___RNAseq.g14189.t1",149.037313862731,-22.8170143454156,4.37789817153424,-5.21186502093066,1.86951558024187e-07,7.95225070986328e-06,"A2AAY5",1.63e-53,"SH3 and PX domain-containing protein 2B (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)","adipose tissue development [GO:0060612]; bone development [GO:0060348]; cranial skeletal system development [GO:1904888]; eye development [GO:0001654]; heart development [GO:0007507]; osteoblast fate commitment [GO:0002051]; podosome assembly [GO:0071800]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of gene expression [GO:0010628]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of stress fiber assembly [GO:0051496]; protein localization to membrane [GO:0072657]; regulation of brood size [GO:0060378]; skeletal system development [GO:0001501]; skeletal system morphogenesis [GO:0048705]; superoxide metabolic process [GO:0006801]","GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0032266; GO:0040018; GO:0042169; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0060348; GO:0060378; GO:0060612; GO:0070161; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888","anchoring junction [GO:0070161]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; podosome [GO:0002102]","phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; SH2 domain binding [GO:0042169]"
